1, none, betterend:amber_land, MONSTER, minecraft:enderman, 5, 1, 4
272, forest, wythers:ancient_emerald_beech_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
273, forest, wythers:ancient_emerald_beech_forest, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
274, forest, wythers:ancient_emerald_beech_forest, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
275, forest, wythers:ancient_emerald_beech_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
276, forest, wythers:ancient_emerald_beech_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
277, forest, wythers:ancient_emerald_beech_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
278, forest, wythers:ancient_emerald_beech_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
279, forest, wythers:ancient_emerald_beech_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
280, forest, wythers:ancient_emerald_beech_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
281, forest, wythers:ancient_emerald_beech_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
282, forest, wythers:ancient_emerald_beech_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
283, forest, wythers:ancient_emerald_beech_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
284, forest, wythers:ancient_emerald_beech_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
285, forest, wythers:ancient_emerald_beech_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
286, forest, wythers:ancient_emerald_beech_forest, CREATURE, minecraft:sheep, 35, 2, 4
287, forest, wythers:ancient_emerald_beech_forest, CREATURE, minecraft:pig, 25, 2, 4
288, forest, wythers:ancient_emerald_beech_forest, CREATURE, minecraft:chicken, 35, 4, 4
289, forest, wythers:ancient_emerald_beech_forest, CREATURE, minecraft:cow, 35, 2, 4
290, forest, wythers:ancient_emerald_beech_forest, CREATURE, exoticbirds:bluejay, 12, 2, 3
291, forest, wythers:ancient_emerald_beech_forest, CREATURE, exoticbirds:cardinal, 12, 2, 3
292, forest, wythers:ancient_emerald_beech_forest, CREATURE, exoticbirds:hummingbird, 20, 2, 3
293, forest, wythers:ancient_emerald_beech_forest, CREATURE, exoticbirds:kiwi, 10, 2, 3
294, forest, wythers:ancient_emerald_beech_forest, CREATURE, exoticbirds:lyrebird, 10, 2, 3
295, forest, wythers:ancient_emerald_beech_forest, CREATURE, exoticbirds:magpie, 12, 2, 3
296, forest, wythers:ancient_emerald_beech_forest, CREATURE, exoticbirds:owl, 10, 2, 3
297, forest, wythers:ancient_emerald_beech_forest, CREATURE, exoticbirds:peafowl, 10, 2, 3
298, forest, wythers:ancient_emerald_beech_forest, CREATURE, exoticbirds:pigeon, 12, 2, 3
299, forest, wythers:ancient_emerald_beech_forest, CREATURE, exoticbirds:robin, 12, 2, 3
300, forest, wythers:ancient_emerald_beech_forest, CREATURE, exoticbirds:woodpecker, 12, 2, 3
301, forest, wythers:ancient_emerald_beech_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
302, forest, wythers:ancient_emerald_beech_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
303, forest, wythers:ancient_emerald_beech_forest, CREATURE, alexsmobs:crow, 10, 2, 4
304, forest, wythers:ancient_emerald_beech_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
305, forest, wythers:ancient_emerald_beech_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
306, forest, wythers:ancient_emerald_beech_forest, CREATURE, alexsmobs:blue_jay, 10, 2, 4
307, forest, wythers:ancient_emerald_beech_forest, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
308, forest, wythers:ancient_emerald_beech_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
309, forest, wythers:ancient_emerald_beech_forest, AMBIENT, minecraft:bat, 10, 2, 4
310, forest, wythers:ancient_emerald_beech_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
311, forest, wythers:ancient_emerald_beech_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
312, forest, wythers:ancient_emerald_beech_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
313, forest, wythers:ancient_emerald_beech_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
314, forest, wythers:ancient_emerald_beech_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
315, forest, wythers:ancient_emerald_beech_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
316, forest, wythers:ancient_emerald_beech_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
317, forest, wythers:ancient_emerald_beech_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
318, forest, wythers:ancient_emerald_beech_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
319, forest, wythers:ancient_emerald_beech_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
320, forest, wythers:ancient_emerald_beech_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
321, forest, wythers:ancient_emerald_beech_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
322, forest, wythers:ancient_emerald_beech_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
323, forest, wythers:ancient_emerald_beech_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
324, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:spider, 30, 2, 4
325, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:zombie, 40, 2, 3
326, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
327, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:skeleton, 40, 2, 4
328, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:creeper, 30, 2, 4
329, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:slime, 30, 2, 4
330, forest, wythers:ancient_golden_beech_forest, MONSTER, minecraft:witch, 5, 1, 1
331, forest, wythers:ancient_golden_beech_forest, MONSTER, monsterplus:abyssologer, 10, 1, 1
332, forest, wythers:ancient_golden_beech_forest, MONSTER, grimoireofgaia:arachne, 20, 1, 2
333, forest, wythers:ancient_golden_beech_forest, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
334, forest, wythers:ancient_golden_beech_forest, MONSTER, grimoireofgaia:creep, 20, 2, 3
335, forest, wythers:ancient_golden_beech_forest, MONSTER, grimoireofgaia:deathword, 30, 1, 2
336, forest, wythers:ancient_golden_beech_forest, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
337, forest, wythers:ancient_golden_beech_forest, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
338, forest, wythers:ancient_golden_beech_forest, MONSTER, grimoireofgaia:mimic, 30, 1, 1
339, forest, wythers:ancient_golden_beech_forest, MONSTER, player_mobs:player_mob, 20, 2, 4
340, forest, wythers:ancient_golden_beech_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
341, forest, wythers:ancient_golden_beech_forest, MONSTER, alexsmobs:farseer, 10, 1, 1
342, forest, wythers:ancient_golden_beech_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
343, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
344, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
345, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
346, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
347, forest, wythers:ancient_golden_beech_forest, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
348, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
349, forest, wythers:ancient_golden_beech_forest, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
350, forest, wythers:ancient_golden_beech_forest, MONSTER, hmag:cursed_doll, 20, 1, 2
351, forest, wythers:ancient_golden_beech_forest, MONSTER, endermanoverhaul:dark_oak_enderman, 10, 1, 2
352, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
353, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
354, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
355, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
356, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
357, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
358, forest, wythers:ancient_golden_beech_forest, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
359, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
360, forest, wythers:ancient_golden_beech_forest, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
361, forest, wythers:ancient_golden_beech_forest, MONSTER, hmag:hornet, 15, 1, 2
362, forest, wythers:ancient_golden_beech_forest, MONSTER, hmag:melty_monster, 18, 1, 3
363, forest, wythers:ancient_golden_beech_forest, MONSTER, hmag:ghost, 15, 1, 2
364, forest, wythers:ancient_golden_beech_forest, MONSTER, hmag:kobold, 20, 1, 2
365, forest, wythers:ancient_golden_beech_forest, MONSTER, hmag:lich, 10, 1, 1
366, forest, wythers:ancient_golden_beech_forest, MONSTER, hmag:ogre, 10, 1, 1
367, forest, wythers:ancient_golden_beech_forest, MONSTER, hmag:spider_nest, 10, 1, 2
368, forest, wythers:ancient_golden_beech_forest, MONSTER, hmag:necrotic_reaper, 10, 1, 2
369, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
370, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
371, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
372, forest, wythers:ancient_golden_beech_forest, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
373, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
374, forest, wythers:ancient_golden_beech_forest, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
375, forest, wythers:ancient_golden_beech_forest, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
376, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
377, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
378, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
379, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
380, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
381, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
382, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
383, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
384, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
385, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
386, forest, wythers:ancient_golden_beech_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
387, forest, wythers:ancient_golden_beech_forest, CREATURE, minecraft:sheep, 35, 2, 4
388, forest, wythers:ancient_golden_beech_forest, CREATURE, minecraft:pig, 25, 2, 4
389, forest, wythers:ancient_golden_beech_forest, CREATURE, minecraft:chicken, 35, 4, 4
390, forest, wythers:ancient_golden_beech_forest, CREATURE, minecraft:cow, 35, 2, 4
391, forest, wythers:ancient_golden_beech_forest, CREATURE, exoticbirds:bluejay, 12, 2, 3
392, forest, wythers:ancient_golden_beech_forest, CREATURE, exoticbirds:cardinal, 12, 2, 3
393, forest, wythers:ancient_golden_beech_forest, CREATURE, exoticbirds:hummingbird, 20, 2, 3
394, forest, wythers:ancient_golden_beech_forest, CREATURE, exoticbirds:kiwi, 10, 2, 3
395, forest, wythers:ancient_golden_beech_forest, CREATURE, exoticbirds:lyrebird, 10, 2, 3
396, forest, wythers:ancient_golden_beech_forest, CREATURE, exoticbirds:magpie, 12, 2, 3
397, forest, wythers:ancient_golden_beech_forest, CREATURE, exoticbirds:owl, 10, 2, 3
398, forest, wythers:ancient_golden_beech_forest, CREATURE, exoticbirds:peafowl, 10, 2, 3
399, forest, wythers:ancient_golden_beech_forest, CREATURE, exoticbirds:pigeon, 12, 2, 3
400, forest, wythers:ancient_golden_beech_forest, CREATURE, exoticbirds:robin, 12, 2, 3
401, forest, wythers:ancient_golden_beech_forest, CREATURE, exoticbirds:woodpecker, 12, 2, 3
402, forest, wythers:ancient_golden_beech_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
403, forest, wythers:ancient_golden_beech_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
404, forest, wythers:ancient_golden_beech_forest, CREATURE, alexsmobs:crow, 10, 2, 4
405, forest, wythers:ancient_golden_beech_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
406, forest, wythers:ancient_golden_beech_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
407, forest, wythers:ancient_golden_beech_forest, CREATURE, alexsmobs:blue_jay, 10, 2, 4
408, forest, wythers:ancient_golden_beech_forest, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
409, forest, wythers:ancient_golden_beech_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
410, forest, wythers:ancient_golden_beech_forest, AMBIENT, minecraft:bat, 10, 2, 4
411, forest, wythers:ancient_golden_beech_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
412, forest, wythers:ancient_golden_beech_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
413, forest, wythers:ancient_golden_beech_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
414, forest, wythers:ancient_golden_beech_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
415, forest, wythers:ancient_golden_beech_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
416, forest, wythers:ancient_golden_beech_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
417, forest, wythers:ancient_golden_beech_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
418, forest, wythers:ancient_golden_beech_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
419, forest, wythers:ancient_golden_beech_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
420, forest, wythers:ancient_golden_beech_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
421, forest, wythers:ancient_golden_beech_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
422, forest, wythers:ancient_golden_beech_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
423, forest, wythers:ancient_golden_beech_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
424, forest, wythers:ancient_golden_beech_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
425, forest, wythers:ancient_moss_forest, MONSTER, minecraft:spider, 30, 2, 4
426, forest, wythers:ancient_moss_forest, MONSTER, minecraft:zombie, 40, 2, 3
427, forest, wythers:ancient_moss_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
428, forest, wythers:ancient_moss_forest, MONSTER, minecraft:skeleton, 40, 2, 4
429, forest, wythers:ancient_moss_forest, MONSTER, minecraft:creeper, 30, 2, 4
430, forest, wythers:ancient_moss_forest, MONSTER, minecraft:slime, 30, 2, 4
431, forest, wythers:ancient_moss_forest, MONSTER, minecraft:witch, 5, 1, 1
432, forest, wythers:ancient_moss_forest, MONSTER, monsterplus:abyssologer, 10, 1, 1
433, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:arachne, 20, 1, 2
434, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
435, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:creep, 20, 2, 3
436, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:deathword, 30, 1, 2
437, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
438, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
439, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:harpy, 20, 1, 2
440, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:minotaur, 10, 1, 1
441, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:minotaurus, 20, 1, 2
442, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:matango, 30, 2, 4
443, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:mimic, 30, 1, 1
444, forest, wythers:ancient_moss_forest, MONSTER, player_mobs:player_mob, 20, 2, 4
445, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:toad, 30, 2, 4
446, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:witch, 30, 2, 4
447, forest, wythers:ancient_moss_forest, MONSTER, grimoireofgaia:wizard_harpy, 30, 1, 2
448, forest, wythers:ancient_moss_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
449, forest, wythers:ancient_moss_forest, MONSTER, alexsmobs:farseer, 10, 1, 1
450, forest, wythers:ancient_moss_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
451, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
452, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
453, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
454, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
455, forest, wythers:ancient_moss_forest, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
456, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
457, forest, wythers:ancient_moss_forest, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
458, forest, wythers:ancient_moss_forest, MONSTER, hmag:cursed_doll, 20, 1, 2
459, forest, wythers:ancient_moss_forest, MONSTER, endermanoverhaul:dark_oak_enderman, 10, 1, 2
460, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
461, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
462, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
463, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
464, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
465, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
466, forest, wythers:ancient_moss_forest, MONSTER, hmag:dullahan, 15, 1, 2
467, forest, wythers:ancient_moss_forest, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
468, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
469, forest, wythers:ancient_moss_forest, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
470, forest, wythers:ancient_moss_forest, MONSTER, hmag:melty_monster, 18, 1, 3
471, forest, wythers:ancient_moss_forest, MONSTER, hmag:ghost, 15, 1, 2
472, forest, wythers:ancient_moss_forest, MONSTER, hmag:kobold, 20, 1, 2
473, forest, wythers:ancient_moss_forest, MONSTER, hmag:lich, 10, 1, 1
474, forest, wythers:ancient_moss_forest, MONSTER, hmag:ogre, 10, 1, 1
475, forest, wythers:ancient_moss_forest, MONSTER, hmag:spider_nest, 10, 1, 2
476, forest, wythers:ancient_moss_forest, MONSTER, hmag:necrotic_reaper, 10, 1, 2
477, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
478, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
479, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
480, forest, wythers:ancient_moss_forest, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
481, forest, wythers:ancient_moss_forest, MONSTER, hmag:redcap, 20, 1, 2
482, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
483, forest, wythers:ancient_moss_forest, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
484, forest, wythers:ancient_moss_forest, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
485, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
486, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
487, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
488, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
489, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
490, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
491, forest, wythers:ancient_moss_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
